net,length_um
_0760_,5.74
_0762_,5.74
_0876_,5.74
_0880_,5.74
_1227_,5.74
_1419_,5.74
_1461_,5.74
_1561_,5.74
_1583_,5.74
_1680_,5.74
_1742_,5.74
_1753_,5.74
_1850_,5.74
_0029_,5.725
net340,5.725
_0235_,5.72
_0319_,5.72
_1132_,5.72
_1430_,5.72
_1623_,5.72
_1693_,5.72
_1723_,5.72
instance_0.mem\[2\]\[48\],5.72
net193,5.72
net353,5.72
_0342_,5.705
_0427_,5.705
_0768_,5.7
net386,5.7
_0966_,5.68
_1038_,5.68
_1290_,5.68
_1337_,5.68
_1362_,5.68
_1492_,5.68
_1688_,5.68
_1732_,5.68
_1802_,5.68
instance_1.mem\[3\]\[5\],5.68
net263,5.68
net337,5.68
net667,5.68
net897,5.68
_0485_,5.675
instance_0.mem\[3\]\[0\],5.66
rdata[13],5.65
_1156_,5.62
net398,5.62
_0106_,5.605
net350,5.605
_0115_,5.6
_0138_,5.6
_0482_,5.6
_0869_,5.6
_0927_,5.6
instance_1.mem\[1\]\[27\],5.6
instance_1.rdata\[67\],5.6
instance_1.rdata\[6\],5.6
net715,5.6
_0345_,5.58
_0629_,5.58
_0708_,5.58
_0917_,5.58
_1098_,5.58
instance_0.rdata\[5\],5.58
net619,5.58
net677,5.58
net732,5.58
net867,5.58
net917,5.58
instance_1.rdata\[3\],5.56
_0486_,5.555
_0605_,5.555
_0157_,5.545
_0169_,5.545
_0719_,5.545
net174,5.545
net268,5.545
rdata[12],5.53
rdata[32],5.53
_0510_,5.525
net225,5.52
net785,5.52
net906,5.52
_0461_,5.505
_0469_,5.505
net489,5.5
_0268_,5.48
_0668_,5.445
net258,5.445
_0387_,5.435
_0395_,5.435
_0440_,5.435
_0450_,5.435
_0488_,5.435
_0588_,5.435
_0718_,5.435
_0592_,5.425
address[0],5.41
wdata[56],5.41
wdata[62],5.41
_0428_,5.405
_0130_,5.38
_0160_,5.38
_0256_,5.38
_1277_,5.38
_1367_,5.38
_1538_,5.38
_1609_,5.38
instance_0.rdata\[56\],5.38
net171,5.38
net573,5.38
net955,5.38
net965,5.38
_1388_,5.36
_1499_,5.36
instance_1.rdata\[0\],5.36
_0336_,5.345
_0520_,5.345
_0155_,5.34
_0725_,5.34
_1061_,5.34
_1062_,5.34
_1169_,5.34
_1392_,5.34
_1394_,5.34
_1408_,5.34
_1489_,5.34
_1585_,5.34
_1615_,5.34
net241,5.34
net331,5.34
net587,5.34
net761,5.34
net763,5.34
net796,5.34
net827,5.34
net905,5.34
_0094_,5.315
_0237_,5.305
_0386_,5.305
_0391_,5.305
_0714_,5.305
net370,5.305
instance_0.mem\[3\]\[12\],5.3
wdata[68],5.29
wdata[71],5.29
_1452_,5.28
_1540_,5.28
_0023_,5.265
_0069_,5.265
_0079_,5.265
_0306_,5.265
_0308_,5.265
_0313_,5.265
_0393_,5.265
_0637_,5.265
net228,5.265
net300,5.265
_0172_,5.26
_0738_,5.26
_0915_,5.26
_1162_,5.26
_1434_,5.26
_1444_,5.26
_1729_,5.26
_1777_,5.26
_1809_,5.26
instance_1.mem\[1\]\[41\],5.26
net309,5.26
net583,5.26
net691,5.26
net928,5.26
_0484_,5.24
_0745_,5.24
_0924_,5.22
_1191_,5.22
_1198_,5.22
_1468_,5.22
_1535_,5.22
_1596_,5.22
_1818_,5.22
_1823_,5.22
_1848_,5.22
net213,5.22
net287,5.22
net409,5.22
net612,5.22
net684,5.22
net806,5.22
wdata[13],5.19
wdata[26],5.19
net208,5.185
_0016_,5.16
_0047_,5.16
net553,5.16
net566,5.16
net609,5.16
net313,5.14
net416,5.14
net444,5.14
instance_1.rdata\[49\],5.12
net476,5.12
net484,5.12
net608,5.12
net685,5.12
net731,5.12
instance_1.mem\[3\]\[63\],5.1
_0333_,5.095
_0540_,5.095
_0601_,5.095
_0566_,5.085
net336,5.085
net475,5.06
_0263_,5.055
_0041_,5.045
_0065_,5.04
_0314_,5.04
net578,5.04
net584,5.04
net706,5.04
_0371_,5.02
_1495_,5.02
instance_0.rdata\[41\],5.02
instance_0.rdata\[6\],5.02
instance_1.mem\[2\]\[13\],5.02
net229,5.02
_0362_,4.985
_0481_,4.985
_0312_,4.975
_0596_,4.975
rdata[54],4.95
rdata[55],4.95
rdata[60],4.95
net266,4.945
_0195_,4.94
_0213_,4.94
net361,4.94
net417,4.94
net465,4.94
_0671_,4.925
_0188_,4.92
_0809_,4.92
_0901_,4.92
_1240_,4.92
_1345_,4.92
_1442_,4.92
_1455_,4.92
_1485_,4.92
_1632_,4.92
_1678_,4.92
_1783_,4.92
_1821_,4.92
instance_0.rdata\[33\],4.92
instance_1.mem\[0\]\[56\],4.92
instance_1.mem\[3\]\[3\],4.92
instance_1.rdata\[24\],4.92
instance_1.rdata\[62\],4.92
net281,4.92
net721,4.92
net776,4.92
_0460_,4.9
_1480_,4.9
net662,4.9
_0478_,4.895
_0248_,4.885
_0390_,4.885
_0653_,4.885
_0675_,4.885
_0752_,4.88
_1534_,4.88
_1567_,4.88
_1648_,4.88
_1649_,4.88
_1726_,4.88
_1765_,4.88
instance_0.rdata\[58\],4.88
net271,4.88
net305,4.88
net705,4.88
net879,4.88
_0004_,4.845
_0070_,4.845
_0283_,4.845
_0317_,4.845
_0433_,4.845
_0442_,4.845
_0454_,4.845
_0483_,4.845
_0594_,4.845
_0612_,4.845
net182,4.845
net254,4.845
net312,4.845
net334,4.845
net358,4.845
_0758_,4.82
_0759_,4.82
_1386_,4.82
instance_0.mem\[2\]\[57\],4.82
net152,4.805
_0499_,4.8
_0764_,4.8
_0775_,4.8
_0825_,4.8
_0943_,4.8
_0954_,4.8
_0994_,4.8
_1109_,4.8
_1308_,4.8
_1320_,4.8
_1333_,4.8
_1469_,4.8
_1573_,4.8
_1610_,4.8
_1705_,4.8
net163,4.8
net482,4.8
net519,4.8
net536,4.8
net588,4.8
net591,4.8
net596,4.8
net600,4.8
net659,4.8
net680,4.8
net760,4.8
net829,4.8
_0787_,4.78
_1133_,4.78
_1005_,4.76
_1272_,4.76
_1306_,4.76
_1332_,4.76
_1445_,4.76
_1641_,4.76
_1665_,4.76
net552,4.76
net618,4.76
net891,4.76
net154,4.725
net168,4.725
net342,4.7
net395,4.7
net492,4.7
net690,4.7
instance_1.mem\[1\]\[3\],4.68
instance_1.mem\[1\]\[50\],4.68
net431,4.68
_1624_,4.66
net390,4.66
net392,4.66
net403,4.66
net433,4.66
net449,4.66
net518,4.66
net571,4.66
net734,4.66
net834,4.66
net836,4.66
net841,4.66
net959,4.66
_0275_,4.635
_0525_,4.635
net352,4.625
_0198_,4.6
_0231_,4.6
net165,4.6
net295,4.6
net347,4.6
net428,4.6
net779,4.6
_0088_,4.585
_0273_,4.585
_0307_,4.585
_0528_,4.585
_0534_,4.585
_0542_,4.585
_0553_,4.585
_0658_,4.585
_0677_,4.585
net282,4.585
net348,4.585
net356,4.585
instance_0.rdata\[47\],4.56
_0652_,4.505
net192,4.505
_0448_,4.485
net289,4.48
_0125_,4.46
_0168_,4.46
_0199_,4.46
_0234_,4.46
_0236_,4.46
_1143_,4.46
_1271_,4.46
_1322_,4.46
_1380_,4.46
_1393_,4.46
_1428_,4.46
_1536_,4.46
instance_0.rdata\[25\],4.46
net195,4.46
net249,4.46
net301,4.46
net315,4.46
net385,4.46
net469,4.46
net604,4.46
net738,4.46
_0700_,4.44
_0740_,4.44
_1351_,4.44
_1463_,4.44
_0264_,4.425
_0285_,4.425
_0585_,4.425
_0593_,4.425
_0684_,4.425
_0736_,4.42
_0811_,4.42
_0912_,4.42
_1161_,4.42
_1231_,4.42
_1282_,4.42
_1387_,4.42
_1459_,4.42
_1695_,4.42
_1752_,4.42
net626,4.42
net883,4.42
_0266_,4.415
_0602_,4.405
rdata[64],4.39
wdata[61],4.39
wdata[69],4.39
_0506_,4.385
net716,4.38
_0522_,4.36
_0724_,4.36
_0741_,4.36
_1512_,4.36
_0727_,4.34
_0743_,4.34
_0804_,4.34
_0920_,4.34
_0995_,4.34
_1418_,4.34
_1424_,4.34
_1532_,4.34
_1597_,4.34
_1718_,4.34
_1842_,4.34
instance_1.mem\[1\]\[2\],4.34
net181,4.34
net321,4.34
net388,4.34
net425,4.34
net729,4.34
net931,4.34
_0511_,4.325
_0010_,4.295
_0388_,4.295
_0548_,4.295
net188,4.295
rdata[46],4.27
rdata[50],4.27
rdata[62],4.27
rdata[66],4.27
rdata[69],4.27
rdata[71],4.27
_0405_,4.265
_0514_,4.265
_0570_,4.265
_0681_,4.26
_0108_,4.24
_0524_,4.24
_0630_,4.24
_0674_,4.24
_0701_,4.24
net383,4.24
net384,4.24
_0109_,4.22
_1847_,4.22
net795,4.22
net967,4.22
net377,4.2
net452,4.2
net513,4.2
net564,4.2
net661,4.2
net727,4.2
_0459_,4.195
_0382_,4.165
net572,4.14
net688,4.14
net850,4.14
_0081_,4.125
_0604_,4.125
_0397_,4.12
net463,4.1
net641,4.1
_0085_,4.085
net429,4.08
net204,4.065
net248,4.045
net252,4.045
_0730_,4
_0819_,4
_1550_,4
_1770_,4
net215,4
net369,4
net624,4
net668,4
net695,4
net765,4
_0864_,3.98
_0272_,3.965
_0279_,3.965
_0318_,3.965
_0475_,3.965
_0619_,3.965
_0683_,3.965
_0706_,3.965
_0257_,3.955
_0321_,3.925
_0356_,3.925
_0636_,3.925
_0693_,3.925
net316,3.925
net326,3.925
_1049_,3.9
_1350_,3.9
_1365_,3.9
_1407_,3.9
_1546_,3.9
_1674_,3.9
_0746_,3.88
_0832_,3.88
_1097_,3.88
_1182_,3.88
_1542_,3.88
_1840_,3.88
net183,3.88
net207,3.88
net355,3.88
net406,3.88
net437,3.88
net442,3.88
net570,3.88
net696,3.88
net723,3.88
_0017_,3.865
_0394_,3.865
_0643_,3.865
net262,3.825
_0290_,3.805
_0367_,3.805
net162,3.805
_0078_,3.8
_0102_,3.78
_0120_,3.78
_0294_,3.78
_0415_,3.78
_0565_,3.78
net559,3.78
net757,3.78
net774,3.78
net828,3.78
net884,3.78
_0170_,3.76
net408,3.76
net550,3.76
net598,3.74
_0521_,3.705
net190,3.705
_1803_,3.7
net530,3.68
net650,3.68
net722,3.68
net969,3.68
net568,3.66
_0007_,3.625
_0299_,3.585
_0274_,3.565
net177,3.56
net191,3.56
net221,3.56
net255,3.56
net345,3.56
net363,3.56
_0142_,3.54
_0180_,3.54
_1002_,3.54
_1348_,3.54
_1472_,3.54
_1498_,3.54
_1527_,3.54
_1628_,3.54
_1696_,3.54
_1706_,3.54
_1816_,3.54
_1822_,3.54
instance_0.rdata\[52\],3.54
instance_1.mem\[3\]\[45\],3.54
net259,3.54
net267,3.54
net625,3.54
net644,3.54
_0005_,3.52
_0204_,3.505
_0401_,3.505
_0589_,3.505
_0685_,3.505
_0026_,3.465
_0076_,3.465
_0113_,3.465
_0269_,3.465
_0349_,3.465
_0360_,3.465
_0385_,3.465
_0438_,3.465
_0622_,3.465
net296,3.465
net344,3.465
_0467_,3.44
_1410_,3.44
_1432_,3.44
_1754_,3.44
_1778_,3.44
net647,3.44
_0748_,3.42
_0756_,3.42
_0763_,3.42
_0781_,3.42
_0898_,3.42
_1007_,3.42
_1294_,3.42
_1385_,3.42
_1716_,3.42
_1727_,3.42
_1789_,3.42
_1807_,3.42
_1808_,3.42
net173,3.42
net265,3.42
net273,3.42
net279,3.42
net456,3.42
net461,3.42
net517,3.42
net532,3.42
net739,3.42
_0325_,3.405
_0543_,3.405
_0621_,3.405
_0635_,3.405
net250,3.395
_0015_,3.345
_0411_,3.345
_0676_,3.345
_0421_,3.32
_0452_,3.32
_0638_,3.32
_0673_,3.32
_1175_,3.32
_1474_,3.32
net288,3.32
net458,3.32
net466,3.32
net467,3.32
net479,3.32
net483,3.32
net510,3.32
net605,3.32
net699,3.32
net753,3.32
net754,3.32
net915,3.32
_1029_,3.3
net817,3.3
_0340_,3.275
_0058_,3.245
_0090_,3.245
_0173_,3.245
_0324_,3.245
net328,3.245
_0323_,3.225
_0480_,3.225
net322,3.225
_0136_,3.22
_0141_,3.22
_0149_,3.22
_0154_,3.22
_0156_,3.22
_0184_,3.22
_0211_,3.22
net961,3.22
_1731_,3.2
net95,3.2
net925,3.2
_0177_,3.18
net329,3.18
net783,3.18
_0359_,3.175
_0368_,3.175
_0657_,3.165
_0361_,3.125
_0439_,3.125
_0575_,3.125
_0578_,3.125
_0124_,3.08
_0856_,3.08
_0868_,3.08
_1417_,3.08
_1450_,3.08
_1599_,3.08
_1631_,3.08
_1704_,3.08
_1741_,3.08
_1758_,3.08
_1804_,3.08
net201,3.08
net227,3.08
net307,3.08
net526,3.08
net528,3.08
net531,3.08
net622,3.08
net772,3.08
net781,3.08
net858,3.08
net902,3.08
net963,3.08
_0769_,3.06
_0105_,3.055
_0369_,3.045
_0446_,3.045
_0455_,3.045
net160,3.045
net246,3.045
net360,3.045
_0021_,3.005
_0068_,3.005
_0376_,3.005
_0399_,3.005
_0492_,3.005
_0577_,3.005
net280,3.005
_0620_,2.995
_0262_,2.98
_0557_,2.98
_0723_,2.98
_0827_,2.98
_0849_,2.98
_0967_,2.98
_1115_,2.98
_1185_,2.98
_1199_,2.98
_1287_,2.98
_1340_,2.98
_1456_,2.98
_1473_,2.98
_1558_,2.98
_1697_,2.98
_1721_,2.98
_1771_,2.98
net436,2.98
_1037_,2.96
_1047_,2.96
_1270_,2.96
_1383_,2.96
_1440_,2.96
_1549_,2.96
_1591_,2.96
_1647_,2.96
_1719_,2.96
_1724_,2.96
_1747_,2.96
_1828_,2.96
_1833_,2.96
net169,2.96
net199,2.96
net243,2.96
net423,2.96
net586,2.96
net639,2.96
net798,2.96
net835,2.96
_0104_,2.885
_0347_,2.885
_0615_,2.885
_0623_,2.885
net156,2.885
net198,2.885
net256,2.885
_0351_,2.88
_0353_,2.88
net290,2.88
_0052_,2.86
_0062_,2.86
_0086_,2.86
_0112_,2.86
_0192_,2.86
_0253_,2.86
_0572_,2.86
_1309_,2.86
net405,2.86
net477,2.86
net503,2.86
net669,2.86
net692,2.86
net693,2.86
net698,2.86
net702,2.86
net726,2.86
net746,2.86
net845,2.86
net855,2.86
net888,2.86
net910,2.86
net927,2.86
net936,2.86
net973,2.86
net976,2.86
net245,2.84
net758,2.84
net212,2.835
_0045_,2.785
_0246_,2.785
_0357_,2.785
_0408_,2.785
_0447_,2.785
_0474_,2.785
_0502_,2.785
_0591_,2.785
net368,2.785
_0554_,2.76
_1289_,2.76
net427,2.76
net485,2.76
net546,2.76
net567,2.76
net579,2.76
net606,2.76
net653,2.76
net687,2.76
net697,2.76
net704,2.76
net720,2.76
net736,2.76
net777,2.76
net793,2.76
net805,2.76
net819,2.76
net825,2.76
net880,2.76
net899,2.76
net919,2.76
net933,2.76
net953,2.76
net958,2.76
net975,2.76
_1025_,2.74
net413,2.74
net549,2.72
_0255_,2.715
_0284_,2.715
_0363_,2.715
_0432_,2.715
_0453_,2.715
_0546_,2.715
_0558_,2.715
_0704_,2.715
_0033_,2.705
_0043_,2.705
_0082_,2.705
_0217_,2.705
_0258_,2.705
_0444_,2.705
_0561_,2.705
_0574_,2.705
_0617_,2.705
_0666_,2.705
_0526_,2.665
_1172_,2.64
_0165_,2.62
_0178_,2.62
_0220_,2.62
_0784_,2.62
_0814_,2.62
_0887_,2.62
_0972_,2.62
_0981_,2.62
_1147_,2.62
_1216_,2.62
_1258_,2.62
_1317_,2.62
_1395_,2.62
_1398_,2.62
_1479_,2.62
_1734_,2.62
_1786_,2.62
net161,2.62
net203,2.62
net283,2.62
net349,2.62
net365,2.62
net486,2.62
net495,2.62
net607,2.62
net664,2.62
net709,2.62
net741,2.62
net755,2.62
net852,2.62
net939,2.62
_0159_,2.595
_0259_,2.595
_0276_,2.595
_0301_,2.595
_0377_,2.595
_0414_,2.595
_0509_,2.595
_0670_,2.595
_0717_,2.595
_0532_,2.585
_0547_,2.585
_0648_,2.585
net180,2.585
net242,2.585
_1338_,2.58
_0001_,2.545
_0027_,2.545
_0196_,2.545
_0375_,2.545
_0462_,2.545
_0569_,2.545
net220,2.545
net230,2.545
_0374_,2.52
_0732_,2.52
_0735_,2.52
_0765_,2.52
_0786_,2.52
_0796_,2.52
_0845_,2.52
_0853_,2.52
_0980_,2.52
_1050_,2.52
_1088_,2.52
_1144_,2.52
_1304_,2.52
_1314_,2.52
_1356_,2.52
_1478_,2.52
_1588_,2.52
_1709_,2.52
_1774_,2.52
_1811_,2.52
_1837_,2.52
_0734_,2.5
_0750_,2.5
_0774_,2.5
_0776_,2.5
_0779_,2.5
_0782_,2.5
_0790_,2.5
_0818_,2.5
_0883_,2.5
_1204_,2.5
_1326_,2.5
_1366_,2.5
_1805_,2.5
net179,2.5
net421,2.5
net541,2.5
net859,2.5
net274,2.495
_0046_,2.485
_0098_,2.485
_0101_,2.485
_0107_,2.485
_0144_,2.485
_0214_,2.485
_0305_,2.485
_0310_,2.485
_0378_,2.485
_0384_,2.485
_0392_,2.485
_0404_,2.485
_0659_,2.485
_0703_,2.485
_0022_,2.42
_0096_,2.42
_0103_,2.42
_0128_,2.42
_0164_,2.42
_0251_,2.42
_0316_,2.42
_0334_,2.42
_0337_,2.42
_0350_,2.42
_0358_,2.42
_0365_,2.42
_0398_,2.42
_0403_,2.42
_0413_,2.42
_0416_,2.42
_0429_,2.42
_0568_,2.42
_0618_,2.42
_0667_,2.42
_1313_,2.4
net412,2.4
net418,2.4
net448,2.4
net554,2.4
net557,2.4
net576,2.4
net585,2.4
net637,2.4
net717,2.4
net780,2.4
net790,2.4
net794,2.4
net802,2.4
net811,2.4
net861,2.4
net862,2.4
net874,2.4
net894,2.4
net920,2.4
net930,2.4
net935,2.4
net951,2.4
net981,2.4
_0326_,2.375
_0344_,2.375
_0584_,2.375
net236,2.375
_0019_,2.325
_0111_,2.325
_0153_,2.325
_0422_,2.325
_0424_,2.325
_0473_,2.325
_0537_,2.325
_0571_,2.325
_0580_,2.325
_0606_,2.325
_0625_,2.325
_0647_,2.325
_0696_,2.325
net200,2.325
net210,2.325
net238,2.325
net375,2.3
net378,2.3
net380,2.3
net391,2.3
net393,2.3
net394,2.3
net399,2.3
net400,2.3
net402,2.3
net404,2.3
net414,2.3
net420,2.3
net426,2.3
net430,2.3
net432,2.3
net434,2.3
net441,2.3
net447,2.3
net450,2.3
net451,2.3
net455,2.3
net457,2.3
net459,2.3
net470,2.3
net471,2.3
net472,2.3
net473,2.3
net481,2.3
net499,2.3
net504,2.3
net515,2.3
net516,2.3
net522,2.3
net523,2.3
net533,2.3
net558,2.3
net563,2.3
net577,2.3
net580,2.3
net601,2.3
net635,2.3
net686,2.3
net689,2.3
net700,2.3
net737,2.3
net744,2.3
net752,2.3
net768,2.3
net770,2.3
net809,2.3
net833,2.3
net840,2.3
net869,2.3
net882,2.3
net893,2.3
net900,2.3
net908,2.3
net909,2.3
net491,2.28
_0232_,2.26
_0002_,2.255
_0550_,2.255
_0598_,2.255
_0688_,2.255
_0032_,2.225
_0556_,2.205
_0114_,2.16
_0163_,2.16
_0174_,2.16
_0191_,2.16
_0252_,2.16
_0757_,2.16
_0841_,2.16
_0895_,2.16
_0923_,2.16
_0926_,2.16
_1178_,2.16
_1284_,2.16
_1391_,2.16
_1413_,2.16
_1464_,2.16
_1515_,2.16
_1655_,2.16
_1656_,2.16
_1820_,2.16
instance_0.mem\[3\]\[7\],2.16
net247,2.16
net703,2.16
net856,2.16
net857,2.16
net887,2.16
net960,2.16
net964,2.16
_1555_,2.14
_0331_,2.125
_0626_,2.125
_0707_,2.125
_0075_,2.085
_0092_,2.085
_0249_,2.085
_0270_,2.085
_0373_,2.085
_0434_,2.085
_0490_,2.085
_0549_,2.085
_0613_,2.085
net164,2.085
net330,2.085
_0009_,2.06
_0449_,2.06
_0742_,2.06
_0747_,2.06
_0772_,2.06
_0783_,2.06
_0785_,2.06
_0789_,2.06
_0791_,2.06
_0792_,2.06
_0795_,2.06
_0798_,2.06
_0837_,2.06
_0874_,2.06
_0879_,2.06
_0884_,2.06
_0890_,2.06
_0922_,2.06
_0928_,2.06
_0959_,2.06
_1015_,2.06
_1125_,2.06
_1170_,2.06
_1176_,2.06
_1189_,2.06
_1211_,2.06
_1212_,2.06
_1217_,2.06
_1229_,2.06
_1251_,2.06
_1280_,2.06
_1341_,2.06
_1359_,2.06
_1374_,2.06
_1376_,2.06
_1402_,2.06
_1429_,2.06
_1443_,2.06
_1462_,2.06
_1483_,2.06
_1560_,2.06
_1566_,2.06
_1580_,2.06
_1629_,2.06
_1661_,2.06
_1708_,2.06
_1712_,2.06
_1749_,2.06
_1812_,2.06
_1815_,2.06
_1817_,2.06
_1824_,2.06
_1829_,2.06
_1830_,2.06
_0800_,2.04
_0955_,2.04
_1219_,2.04
_1389_,2.04
_1481_,2.04
_1637_,2.04
_1756_,2.04
net251,2.04
net327,2.04
net387,2.04
net422,2.04
net791,2.04
net800,2.04
_0472_,2.035
_0011_,2.025
_0013_,2.025
_0037_,2.025
_0049_,2.025
_0050_,2.025
_0054_,2.025
_0080_,2.025
_0083_,2.025
_0095_,2.025
_0097_,2.025
_0099_,2.025
_0175_,2.025
_0187_,2.025
_0201_,2.025
_0261_,2.025
_0287_,2.025
_0327_,2.025
_0339_,2.025
_0346_,2.025
_0355_,2.025
_0410_,2.025
_0419_,2.025
_0489_,2.025
_0491_,2.025
_0494_,2.025
_0496_,2.025
_0508_,2.025
_0512_,2.025
_0517_,2.025
_0523_,2.025
_0527_,2.025
_0538_,2.025
_0541_,2.025
_0586_,2.025
_0609_,2.025
_0632_,2.025
_0641_,2.025
_0661_,2.025
_0664_,2.025
_0687_,2.025
_0692_,2.025
_0709_,2.025
net440,1.94
net460,1.94
net507,1.94
net537,1.94
net614,1.94
net629,1.94
net648,1.94
net663,1.94
net673,1.94
net815,1.94
net832,1.94
net864,1.94
net865,1.94
net926,1.94
net946,1.94
_0505_,1.915
_0600_,1.915
net310,1.915
_0008_,1.865
_0030_,1.865
_0035_,1.865
_0040_,1.865
_0077_,1.865
_0186_,1.865
_0233_,1.865
_0302_,1.865
_0322_,1.865
_0348_,1.865
_0400_,1.865
_0457_,1.865
_0562_,1.865
_0567_,1.865
_0581_,1.865
_0655_,1.865
_0656_,1.865
_0697_,1.865
_0702_,1.865
net170,1.865
net176,1.865
net206,1.865
net216,1.865
net240,1.865
net306,1.865
net318,1.865
net346,1.865
net462,1.84
net474,1.84
net500,1.84
net505,1.84
net551,1.84
net560,1.84
net617,1.84
net623,1.84
net631,1.84
net633,1.84
net640,1.84
net645,1.84
net646,1.84
net670,1.84
net675,1.84
net681,1.84
net683,1.84
net707,1.84
net719,1.84
net728,1.84
net740,1.84
net756,1.84
net759,1.84
net764,1.84
net775,1.84
net784,1.84
net787,1.84
net788,1.84
net820,1.84
net826,1.84
net831,1.84
net837,1.84
net839,1.84
net843,1.84
net848,1.84
net851,1.84
net854,1.84
net866,1.84
net868,1.84
net873,1.84
net876,1.84
net878,1.84
net896,1.84
net904,1.84
net914,1.84
net924,1.84
net932,1.84
net943,1.84
net949,1.84
net950,1.84
net952,1.84
net954,1.84
net956,1.84
net957,1.84
net972,1.84
net974,1.84
net980,1.84
_0328_,1.745
_0423_,1.745
_0608_,1.745
_0161_,1.7
_0181_,1.7
_0230_,1.7
_0243_,1.7
_0889_,1.7
_0969_,1.7
_1041_,1.7
_1114_,1.7
_1195_,1.7
_1222_,1.7
_1405_,1.7
_1790_,1.7
net157,1.7
net261,1.7
net226,1.685
net272,1.685
net294,1.685
_0728_,1.6
_0749_,1.6
_0799_,1.6
_0833_,1.6
_0838_,1.6
_1420_,1.6
_1437_,1.6
_1554_,1.6
_1613_,1.6
_1671_,1.6
_1698_,1.6
_1713_,1.6
_0200_,1.575
net196,1.575
_0852_,1.48
net464,1.48
net501,1.48
net593,1.48
net595,1.48
net643,1.48
net649,1.48
net655,1.48
net678,1.48
net679,1.48
net710,1.48
net712,1.48
net742,1.48
net743,1.48
net745,1.48
net895,1.48
_0020_,1.405
_0025_,1.405
_0093_,1.405
_0407_,1.405
_0498_,1.405
_0504_,1.405
_0669_,1.405
net218,1.405
_0146_,1.38
net149,1.38
_0726_,1.14
_0731_,1.14
_0761_,1.14
_0767_,1.14
_0770_,1.14
_0771_,1.14
_0778_,1.14
_0794_,1.14
_0840_,1.14
_0878_,1.14
_0894_,1.14
_1316_,1.14
_1324_,1.14
_1412_,1.14
_1435_,1.14
_1436_,1.14
_1453_,1.14
_1477_,1.14
_1484_,1.14
_1503_,1.14
_1511_,1.14
_1521_,1.14
_1522_,1.14
_1533_,1.14
_1579_,1.14
_1581_,1.14
_1590_,1.14
_1598_,1.14
_1605_,1.14
_1617_,1.14
_1630_,1.14
_1685_,1.14
_1710_,1.14
_1717_,1.14
_1728_,1.14
_1746_,1.14
_1761_,1.14
_1772_,1.14
_1785_,1.14
net508,1.02
net575,1.02
net682,1.02
net714,1.02
net343,0.92
_0147_,0.46
_0151_,0.46
_0162_,0.46
_0182_,0.46
_0189_,0.46
_0197_,0.46
_0206_,0.46
_0210_,0.46
_0219_,0.46
_0222_,0.46
_0229_,0.46
_0247_,0.46
net187,0.46
net291,0.46
net299,0.46
net335,0.46
